date,text,subjectivity,polarity,cluster_pred,tweet,similarity_cluster
2020-04-21 23:00:44+00:00,"Remember Scott Pruitt? Well, a coal company he lobbied for got $10 million from a federal loan program intended to rescue faltering small businesses during coronavirus. This is the revolving door at work. ",0.4,-0.25,0,"Remember Scott Pruitt? Well, a coal company he lobbied for got $10 million from a federal loan program intended to rescue faltering small businesses during coronavirus. This is the revolving door at work. ",1
2020-04-21 22:57:05+00:00,UPDATE: Trump was grilled Tuesday about his flogging of an anti-malaria drug as a coronavirus treatment after a government-funded study showed it was associated with more deaths. He dodged. ,0.5,0.5,3,UPDATE: Trump was grilled Tuesday about his flogging of an anti-malaria drug as a coronavirus treatment after a government-funded study showed it was associated with more deaths. He dodged. ,0
2020-04-21 22:37:56+00:00,Dr. Birx: The U.S. has one of the lowest #Coronavirus death rates in the world! ,0.0,0.0,2,Dr. Birx: The U.S. has one of the lowest #Coronavirus death rates in the world! ,2
2020-04-21 22:37:56+00:00,Dr. Birx: The U.S. has one of the lowest #Coronavirus death rates in the world! ,0.0,0.0,2,Dr. Birx: The U.S. has one of the lowest #Coronavirus death rates in the world! ,2
2020-04-21 22:37:56+00:00,Dr. Birx: The U.S. has one of the lowest #Coronavirus death rates in the world! ,0.0,0.0,2,Dr. Birx: The U.S. has one of the lowest #Coronavirus death rates in the world! ,2
2020-04-21 22:37:56+00:00,Dr. Birx: The U.S. has one of the lowest #Coronavirus death rates in the world! ,0.0,0.0,2,Dr. Birx: The U.S. has one of the lowest #Coronavirus death rates in the world! ,2
2020-04-21 22:35:00+00:00,"trump just said the coronavirus is going to be ""gone some day. It's going to be gone gone."" He'll be gone gone before it.",0.0,0.0,2,"trump just said the coronavirus is going to be ""gone some day. It's going to be gone gone."" He'll be gone gone before it.",0
2020-04-21 22:24:11+00:00,Coronavirus making earnings calls into the weirdest reboot of MTV Cribs. Here is Netflix’s CEO reporting from what appears to be a child’s bedroom: ,0.0,0.0,2,Coronavirus making earnings calls into the weirdest reboot of MTV Cribs. Here is Netflix’s CEO reporting from what appears to be a child’s bedroom: ,1
2020-04-21 22:20:22+00:00,The Trump administration promised that by March 28th – nearly a month ago – there would be over 27 million coronavirus tests conducted in the U.S. It’s April 21st and we haven’t reached 5 million. Where are the tests? ,0.2,0.05,0,The Trump administration promised that by March 28th – nearly a month ago – there would be over 27 million coronavirus tests conducted in the U.S. It’s April 21st and we haven’t reached 5 million. Where are the tests? ,0
2020-04-21 22:18:52+00:00,Our Nation's love and prayers remain with our fellow citizens who have lost a cherished friend or family member to the Coronavirus. ,0.6,0.5,3,Our Nation's love and prayers remain with our fellow citizens who have lost a cherished friend or family member to the Coronavirus. ,1
2020-04-21 22:02:27+00:00,"Ben's Chili Bowl, the iconic half-smoke joint that has survived riots, is crumbling under corona. They’re one of many businesses that couldn’t get a PPP loan",0.5,0.5,3,"Ben's Chili Bowl, the iconic half-smoke joint that has survived riots, is crumbling under corona. They’re one of many businesses that couldn’t get a PPP loan",1
2020-04-21 23:37:10+00:00,We interrupt the corona virus nonsense for VERY IMPORTANT PICS of Bubba in sunglasses. ,1.0,0.52,1,We interrupt the corona virus nonsense for VERY IMPORTANT PICS of Bubba in sunglasses. ,3
2020-04-21 23:23:10+00:00,"SCOOP w/@attackerman Palantir has helped HHS develop a new coronavirus data system called HHS Protect Now, which Dr. Birx gets briefed from each evening. The president is relying on the data to determine when and where to reopen the economy. ",0.4545454545454545,0.13636363636363635,3,"SCOOP w/@attackerman Palantir has helped HHS develop a new coronavirus data system called HHS Protect Now, which Dr. Birx gets briefed from each evening. The president is relying on the data to determine when and where to reopen the economy. ",5
2020-04-21 23:06:52+00:00,"Organizers have canceled Las Vegas' Life Is Beautiful festival over COVID-19, marking the first major fall festival to be shut down over the coronavirus ",0.5305555555555556,0.2517361111111111,3,"Organizers have canceled Las Vegas' Life Is Beautiful festival over COVID-19, marking the first major fall festival to be shut down over the coronavirus ",1
2020-04-21 22:49:34+00:00,"mi tio hiso una obra de arte sobe del coronavirus y quiso comparir su processo con ustedes #primerimpactoencasa my uncle made art revolving around the coronavirus and wanted to share it with y’all. his explanation is in spanish, but I would appreciate if y’all shared &amp; rt! pic.twitter.com/ECZSDhPnEn",0.0,0.0,2,"mi tio hiso una obra de arte sobe del coronavirus y quiso comparir su processo con ustedes #primerimpactoencasa my uncle made art revolving around the coronavirus and wanted to share it with y’all. his explanation is in spanish, but I would appreciate if y’all shared &amp; rt! pic.twitter.com/ECZSDhPnEn",1
2020-04-21 22:31:07+00:00,"BREAKING NEWS: With only 2% of their 5,500 beds used for #COVID19 - UPMC says feared coronavirus surge ‘simply hasn’t happened’, will resume elective surgeries. ⁦ ",0.6785714285714286,0.0,3,"BREAKING NEWS: With only 2% of their 5,500 beds used for #COVID19 - UPMC says feared coronavirus surge ‘simply hasn’t happened’, will resume elective surgeries. ⁦ ",1
2020-04-21 22:28:53+00:00,"Indivisible will be coming out against the Phase 3.5 coronavirus bill tonight As for congressional Democrats, @AOC is still the only member (I know of) to oppose this next relief bill",0.5,0.0,3,"Indivisible will be coming out against the Phase 3.5 coronavirus bill tonight As for congressional Democrats, @AOC is still the only member (I know of) to oppose this next relief bill",4
2020-04-21 22:02:18+00:00,Some context on Pres Trump's comments about Harvard giving back money. The school has faced criticism for taking nearly $9 million from the coronavirus aid package when it has a $40 billion endowment. One story on the issue: ,0.2,0.05,0,Some context on Pres Trump's comments about Harvard giving back money. The school has faced criticism for taking nearly $9 million from the coronavirus aid package when it has a $40 billion endowment. One story on the issue: ,0
2020-04-21 22:02:03+00:00,"President @realDonaldTrump says Harvard is going to pay back the money they took from the #Coronavirus aid package. ""They have one of the largest endowments in the world, they’re going to pay it back."" ",0.0,0.0,2,"President @realDonaldTrump says Harvard is going to pay back the money they took from the #Coronavirus aid package. ""They have one of the largest endowments in the world, they’re going to pay it back."" ",5
2020-04-21 22:02:03+00:00,"President @realDonaldTrump says Harvard is going to pay back the money they took from the #Coronavirus aid package. ""They have one of the largest endowments in the world, they’re going to pay it back."" ",0.0,0.0,2,"President @realDonaldTrump says Harvard is going to pay back the money they took from the #Coronavirus aid package. ""They have one of the largest endowments in the world, they’re going to pay it back."" ",5
2020-04-21 22:02:03+00:00,"President @realDonaldTrump says Harvard is going to pay back the money they took from the #Coronavirus aid package. ""They have one of the largest endowments in the world, they’re going to pay it back."" ",0.0,0.0,2,"President @realDonaldTrump says Harvard is going to pay back the money they took from the #Coronavirus aid package. ""They have one of the largest endowments in the world, they’re going to pay it back."" ",5
2020-04-21 22:02:03+00:00,"President @realDonaldTrump says Harvard is going to pay back the money they took from the #Coronavirus aid package. ""They have one of the largest endowments in the world, they’re going to pay it back."" ",0.0,0.0,2,"President @realDonaldTrump says Harvard is going to pay back the money they took from the #Coronavirus aid package. ""They have one of the largest endowments in the world, they’re going to pay it back."" ",5
2020-04-21 21:57:42+00:00,"A couple of weeks ago, @sxbegle reported some doctors were worried too many #Covid19 patients were being put on ventilators. Today a new analysis &amp; @NIH treatment guidelines concur.",0.4772727272727273,0.3181818181818182,3,"A couple of weeks ago, @sxbegle reported some doctors were worried too many #Covid19 patients were being put on ventilators. Today a new analysis &amp; @NIH treatment guidelines concur.",5
2020-04-21 21:50:34+00:00,"Tonight! Representative Alexandria Ocasio-Cortez, whose district is arguably one of the most affected by the coronavirus in the United States, joins Rachel Maddow live. 9pm ET on MSNBC ",0.5,0.3181818181818182,3,"Tonight! Representative Alexandria Ocasio-Cortez, whose district is arguably one of the most affected by the coronavirus in the United States, joins Rachel Maddow live. 9pm ET on MSNBC ",1
2020-04-21 21:48:04+00:00,Nurses to be fired for wearing scrubs because it violates uniform policy? This is nuts. Coronavirus In Minnesota: Nurses Say They're Being Threatened With Termination For Wearing Scrubs ,0.0,0.0,2,Nurses to be fired for wearing scrubs because it violates uniform policy? This is nuts. Coronavirus In Minnesota: Nurses Say They're Being Threatened With Termination For Wearing Scrubs ,1
2020-04-21 21:44:58+00:00,Detached Leadership: @GOPLeader condemns speaker Pelosi for playing politics and delaying much-needed coronavirus relief for American workers &amp; businesses. #KAG2020 #AmericaFirst #Dobbs,0.0,0.0,2,Detached Leadership: @GOPLeader condemns speaker Pelosi for playing politics and delaying much-needed coronavirus relief for American workers &amp; businesses. #KAG2020 #AmericaFirst #Dobbs,1
2020-04-21 21:43:59+00:00,"Ok now this is some serious BS. #Indiana has a test company willing to provide tests to the state so they can increase the number of tests they're doing. @GovHolcomb says ""it's not in the plan"". Its time 4 #AGBarr 2 investigate. @realDonaldTrump @tonykatz",0.6388888888888888,0.1388888888888889,3,"Ok now this is some serious BS. #Indiana has a test company willing to provide tests to the state so they can increase the number of tests they're doing. @GovHolcomb says ""it's not in the plan"". Its time 4 #AGBarr 2 investigate. @realDonaldTrump @tonykatz",5
2020-04-21 21:43:59+00:00,"Ok now this is some serious BS. #Indiana has a test company willing to provide tests to the state so they can increase the number of tests they're doing. @GovHolcomb says ""it's not in the plan"". Its time 4 #AGBarr 2 investigate. @realDonaldTrump @tonykatz",0.6388888888888888,0.1388888888888889,3,"Ok now this is some serious BS. #Indiana has a test company willing to provide tests to the state so they can increase the number of tests they're doing. @GovHolcomb says ""it's not in the plan"". Its time 4 #AGBarr 2 investigate. @realDonaldTrump @tonykatz",5
2020-04-21 21:43:59+00:00,"Ok now this is some serious BS. #Indiana has a test company willing to provide tests to the state so they can increase the number of tests they're doing. @GovHolcomb says ""it's not in the plan"". Its time 4 #AGBarr 2 investigate. @realDonaldTrump @tonykatz",0.6388888888888888,0.1388888888888889,3,"Ok now this is some serious BS. #Indiana has a test company willing to provide tests to the state so they can increase the number of tests they're doing. @GovHolcomb says ""it's not in the plan"". Its time 4 #AGBarr 2 investigate. @realDonaldTrump @tonykatz",5
2020-04-21 21:43:59+00:00,"Ok now this is some serious BS. #Indiana has a test company willing to provide tests to the state so they can increase the number of tests they're doing. @GovHolcomb says ""it's not in the plan"". Its time 4 #AGBarr 2 investigate. @realDonaldTrump @tonykatz",0.6388888888888888,0.1388888888888889,3,"Ok now this is some serious BS. #Indiana has a test company willing to provide tests to the state so they can increase the number of tests they're doing. @GovHolcomb says ""it's not in the plan"". Its time 4 #AGBarr 2 investigate. @realDonaldTrump @tonykatz",5
2020-04-21 21:43:58+00:00,LIVE: Press Briefing with Coronavirus Task Force ,0.5,0.13636363636363635,3,LIVE: Press Briefing with Coronavirus Task Force ,7
2020-04-21 21:43:58+00:00,LIVE: Press Briefing with Coronavirus Task Force ,0.5,0.13636363636363635,3,LIVE: Press Briefing with Coronavirus Task Force ,7
2020-04-21 21:43:58+00:00,LIVE: Press Briefing with Coronavirus Task Force ,0.5,0.13636363636363635,3,LIVE: Press Briefing with Coronavirus Task Force ,7
2020-04-21 21:43:58+00:00,LIVE: Press Briefing with Coronavirus Task Force ,0.5,0.13636363636363635,3,LIVE: Press Briefing with Coronavirus Task Force ,7
2020-04-21 21:43:58+00:00,LIVE: Press Briefing with Coronavirus Task Force ,0.5,0.13636363636363635,3,LIVE: Press Briefing with Coronavirus Task Force ,7
2020-04-21 21:43:58+00:00,LIVE: Press Briefing with Coronavirus Task Force ,0.5,0.13636363636363635,3,LIVE: Press Briefing with Coronavirus Task Force ,7
2020-04-20 21:41:40+00:00,LIVE: Press Briefing with Coronavirus Task Force ,0.5,0.13636363636363635,3,LIVE: Press Briefing with Coronavirus Task Force ,7
2020-04-20 21:41:40+00:00,LIVE: Press Briefing with Coronavirus Task Force ,0.5,0.13636363636363635,3,LIVE: Press Briefing with Coronavirus Task Force ,7
2020-04-20 21:41:40+00:00,LIVE: Press Briefing with Coronavirus Task Force ,0.5,0.13636363636363635,3,LIVE: Press Briefing with Coronavirus Task Force ,7
2020-04-20 21:41:40+00:00,LIVE: Press Briefing with Coronavirus Task Force ,0.5,0.13636363636363635,3,LIVE: Press Briefing with Coronavirus Task Force ,7
2020-04-20 21:41:40+00:00,LIVE: Press Briefing with Coronavirus Task Force ,0.5,0.13636363636363635,3,LIVE: Press Briefing with Coronavirus Task Force ,7
2020-04-20 21:41:40+00:00,LIVE: Press Briefing with Coronavirus Task Force ,0.5,0.13636363636363635,3,LIVE: Press Briefing with Coronavirus Task Force ,7
2020-04-19 22:24:46+00:00,LIVE: Press Briefing with Coronavirus Task Force ,0.5,0.13636363636363635,3,LIVE: Press Briefing with Coronavirus Task Force ,7
2020-04-19 22:24:46+00:00,LIVE: Press Briefing with Coronavirus Task Force ,0.5,0.13636363636363635,3,LIVE: Press Briefing with Coronavirus Task Force ,7
2020-04-19 22:24:46+00:00,LIVE: Press Briefing with Coronavirus Task Force ,0.5,0.13636363636363635,3,LIVE: Press Briefing with Coronavirus Task Force ,7
2020-04-19 22:24:46+00:00,LIVE: Press Briefing with Coronavirus Task Force ,0.5,0.13636363636363635,3,LIVE: Press Briefing with Coronavirus Task Force ,7
2020-04-19 22:24:46+00:00,LIVE: Press Briefing with Coronavirus Task Force ,0.5,0.13636363636363635,3,LIVE: Press Briefing with Coronavirus Task Force ,7
2020-04-19 22:24:46+00:00,LIVE: Press Briefing with Coronavirus Task Force ,0.5,0.13636363636363635,3,LIVE: Press Briefing with Coronavirus Task Force ,7
2020-04-18 21:09:21+00:00,LIVE: Press Briefing with Coronavirus Task Force ,0.5,0.13636363636363635,3,LIVE: Press Briefing with Coronavirus Task Force ,7
2020-04-18 21:09:21+00:00,LIVE: Press Briefing with Coronavirus Task Force ,0.5,0.13636363636363635,3,LIVE: Press Briefing with Coronavirus Task Force ,7
2020-04-18 21:09:21+00:00,LIVE: Press Briefing with Coronavirus Task Force ,0.5,0.13636363636363635,3,LIVE: Press Briefing with Coronavirus Task Force ,7
2020-04-18 21:09:21+00:00,LIVE: Press Briefing with Coronavirus Task Force ,0.5,0.13636363636363635,3,LIVE: Press Briefing with Coronavirus Task Force ,7
2020-04-18 21:09:21+00:00,LIVE: Press Briefing with Coronavirus Task Force ,0.5,0.13636363636363635,3,LIVE: Press Briefing with Coronavirus Task Force ,7
2020-04-18 21:09:21+00:00,LIVE: Press Briefing with Coronavirus Task Force ,0.5,0.13636363636363635,3,LIVE: Press Briefing with Coronavirus Task Force ,7
2020-04-17 22:21:02+00:00,LIVE: Press Briefing with Coronavirus Task Force ,0.5,0.13636363636363635,3,LIVE: Press Briefing with Coronavirus Task Force ,7
2020-04-17 22:21:02+00:00,LIVE: Press Briefing with Coronavirus Task Force ,0.5,0.13636363636363635,3,LIVE: Press Briefing with Coronavirus Task Force ,7
2020-04-17 22:21:02+00:00,LIVE: Press Briefing with Coronavirus Task Force ,0.5,0.13636363636363635,3,LIVE: Press Briefing with Coronavirus Task Force ,7
2020-04-17 22:21:02+00:00,LIVE: Press Briefing with Coronavirus Task Force ,0.5,0.13636363636363635,3,LIVE: Press Briefing with Coronavirus Task Force ,7
